cycle,episode_id,failure_mode,group_name,ttf_seconds,mttf_seconds,survival_probability,hazard_rate,event,data_source,beta,eta,recorded_at
522,ep_00570_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,66.19,9299.17,38.5725,0.002907,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.796087+00:00
523,ep_00571_LATENCY_SPIKE,LATENCY_SPIKE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.796219+00:00
524,ep_00572_CPU_SATURATION,CPU_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.796351+00:00
525,ep_00573_ERROR_STORM,ERROR_STORM,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.796480+00:00
526,ep_00574_DB_SLOWDOWN,DB_SLOWDOWN,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.796609+00:00
527,ep_00575_RETRY_STORM,RETRY_STORM,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.796738+00:00
528,ep_00576_DB_SLOWDOWN,DB_SLOWDOWN,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.796868+00:00
529,ep_00577_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.796995+00:00
530,ep_00578_MEMORY_LEAK,MEMORY_LEAK,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.797123+00:00
531,ep_00579_ERROR_STORM,ERROR_STORM,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.797255+00:00
532,ep_00580_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,88.77,9299.17,36.3924,0.0023,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.797384+00:00
533,ep_00581_MEMORY_LEAK,MEMORY_LEAK,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.797511+00:00
534,ep_00582_MEMORY_LEAK,MEMORY_LEAK,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.797640+00:00
535,ep_00583_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.797767+00:00
536,ep_00584_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.797905+00:00
537,ep_00585_LATENCY_SPIKE,LATENCY_SPIKE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.798034+00:00
538,ep_00586_ERROR_STORM,ERROR_STORM,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.798163+00:00
539,ep_00587_MEMORY_LEAK,MEMORY_LEAK,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.798289+00:00
540,ep_00588_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.798417+00:00
541,ep_00589_DISK_IO_SATURATION,DISK_IO_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.798570+00:00
542,ep_00590_MEMORY_LEAK,MEMORY_LEAK,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.798699+00:00
543,ep_00591_ERROR_STORM,ERROR_STORM,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.798842+00:00
544,ep_00593_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.798971+00:00
545,ep_00594_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.799100+00:00
546,ep_00595_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.799228+00:00
547,ep_00596_RETRY_STORM,RETRY_STORM,Immediate trigger,46.05,9299.17,41.258,0.003883,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.799359+00:00
548,ep_00597_RETRY_STORM,RETRY_STORM,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.799490+00:00
549,ep_00598_ERROR_STORM,ERROR_STORM,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.799619+00:00
550,ep_00599_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.799748+00:00
551,ep_00601_LATENCY_SPIKE,LATENCY_SPIKE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.799898+00:00
552,ep_00602_ERROR_STORM,ERROR_STORM,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.800043+00:00
553,ep_00604_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.800171+00:00
554,ep_00605_MEMORY_LEAK,MEMORY_LEAK,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.800298+00:00
555,ep_00606_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.800426+00:00
556,ep_00607_LATENCY_SPIKE,LATENCY_SPIKE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.800557+00:00
557,ep_00608_CPU_SATURATION,CPU_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.800717+00:00
558,ep_00609_ERROR_STORM,ERROR_STORM,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.800859+00:00
559,ep_00610_DISK_IO_SATURATION,DISK_IO_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.800986+00:00
560,ep_00611_ERROR_STORM,ERROR_STORM,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.801115+00:00
561,ep_00612_RETRY_STORM,RETRY_STORM,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.801253+00:00
562,ep_00613_ERROR_STORM,ERROR_STORM,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.801382+00:00
563,ep_00614_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,63.88,9299.17,38.8361,0.00299,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.801513+00:00
564,ep_00615_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.801644+00:00
565,ep_00616_MEMORY_LEAK,MEMORY_LEAK,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.801796+00:00
566,ep_00617_DISK_IO_SATURATION,DISK_IO_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.801960+00:00
567,ep_00618_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.802117+00:00
568,ep_00619_MEMORY_LEAK,MEMORY_LEAK,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.802246+00:00
569,ep_00620_CPU_SATURATION,CPU_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.802374+00:00
570,ep_00621_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.802505+00:00
571,ep_00622_DISK_IO_SATURATION,DISK_IO_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.802641+00:00
572,ep_00623_ERROR_STORM,ERROR_STORM,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.802769+00:00
573,ep_00624_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.802897+00:00
574,ep_00625_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.803027+00:00
575,ep_00626_RETRY_STORM,RETRY_STORM,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.803156+00:00
576,ep_00627_MEMORY_LEAK,MEMORY_LEAK,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.803286+00:00
577,ep_00628_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.803417+00:00
578,ep_00629_CPU_SATURATION,CPU_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.803546+00:00
579,ep_00630_LATENCY_SPIKE,LATENCY_SPIKE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.803674+00:00
580,ep_00631_ERROR_STORM,ERROR_STORM,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.803805+00:00
581,ep_00632_LATENCY_SPIKE,LATENCY_SPIKE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.803948+00:00
582,ep_00633_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,118.01,9299.17,34.279,0.001832,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.804079+00:00
583,ep_00634_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.804207+00:00
584,ep_00635_LATENCY_SPIKE,LATENCY_SPIKE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.804336+00:00
585,ep_00636_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.804466+00:00
586,ep_00637_MEMORY_LEAK,MEMORY_LEAK,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.804595+00:00
587,ep_00638_CPU_SATURATION,CPU_SATURATION,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.804722+00:00
588,ep_00639_MEMORY_LEAK,MEMORY_LEAK,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.804888+00:00
589,ep_00640_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.805017+00:00
590,ep_00641_DB_SLOWDOWN,DB_SLOWDOWN,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.805143+00:00
591,ep_00642_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.805275+00:00
592,ep_00643_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.805406+00:00
593,ep_00644_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.805533+00:00
594,ep_00645_CPU_SATURATION,CPU_SATURATION,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.805664+00:00
595,ep_00646_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.805790+00:00
596,ep_00648_CPU_SATURATION,CPU_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.805926+00:00
597,ep_00649_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.806055+00:00
598,ep_00650_MEMORY_LEAK,MEMORY_LEAK,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.806180+00:00
599,ep_00651_DB_SLOWDOWN,DB_SLOWDOWN,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.806307+00:00
600,ep_00652_DISK_IO_SATURATION,DISK_IO_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.806440+00:00
601,ep_00653_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,91.84,9299.17,36.1398,0.002238,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.806607+00:00
602,ep_00654_DISK_IO_SATURATION,DISK_IO_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.806733+00:00
603,ep_00655_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.806859+00:00
604,ep_00656_DISK_IO_SATURATION,DISK_IO_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.806985+00:00
605,ep_00657_RETRY_STORM,RETRY_STORM,Immediate trigger,72.91,9299.17,37.8546,0.002691,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.807109+00:00
606,ep_00658_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.807232+00:00
607,ep_00659_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.807356+00:00
608,ep_00661_ERROR_STORM,ERROR_STORM,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.807479+00:00
609,ep_00662_CPU_SATURATION,CPU_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.807602+00:00
610,ep_00663_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.807725+00:00
611,ep_00664_LATENCY_SPIKE,LATENCY_SPIKE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.807884+00:00
612,ep_00665_ERROR_STORM,ERROR_STORM,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.808015+00:00
613,ep_00666_LATENCY_SPIKE,LATENCY_SPIKE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.808141+00:00
614,ep_00667_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.808263+00:00
615,ep_00668_MEMORY_LEAK,MEMORY_LEAK,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.808387+00:00
616,ep_00669_RETRY_STORM,RETRY_STORM,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.808508+00:00
617,ep_00670_DISK_IO_SATURATION,DISK_IO_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.808631+00:00
618,ep_00671_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.808753+00:00
619,ep_00672_LATENCY_SPIKE,LATENCY_SPIKE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.808891+00:00
620,ep_00673_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.809013+00:00
621,ep_00674_DB_SLOWDOWN,DB_SLOWDOWN,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.809140+00:00
622,ep_00675_DISK_IO_SATURATION,DISK_IO_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.809279+00:00
623,ep_00676_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.809403+00:00
624,ep_00677_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.809524+00:00
625,ep_00678_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.809647+00:00
626,ep_00679_MEMORY_LEAK,MEMORY_LEAK,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.809769+00:00
627,ep_00680_RETRY_STORM,RETRY_STORM,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.809911+00:00
628,ep_00681_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.810036+00:00
629,ep_00682_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.810159+00:00
630,ep_00684_CPU_SATURATION,CPU_SATURATION,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.810282+00:00
631,ep_00685_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.810409+00:00
632,ep_00686_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.810535+00:00
633,ep_00687_MEMORY_LEAK,MEMORY_LEAK,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.810658+00:00
634,ep_00688_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.810801+00:00
635,ep_00689_DISK_IO_SATURATION,DISK_IO_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.810925+00:00
636,ep_00690_MEMORY_LEAK,MEMORY_LEAK,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.811048+00:00
637,ep_00691_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.811186+00:00
638,ep_00692_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.811308+00:00
639,ep_00693_DB_SLOWDOWN,DB_SLOWDOWN,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.811431+00:00
640,ep_00694_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.811557+00:00
641,ep_00695_ERROR_STORM,ERROR_STORM,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.811685+00:00
642,ep_00696_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.811825+00:00
643,ep_00697_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.811959+00:00
644,ep_00698_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.812087+00:00
645,ep_00699_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,45.28,9299.17,41.3823,0.003935,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.812211+00:00
646,ep_00701_DISK_IO_SATURATION,DISK_IO_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.812333+00:00
647,ep_00702_ERROR_STORM,ERROR_STORM,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.812457+00:00
648,ep_00703_MEMORY_LEAK,MEMORY_LEAK,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.812579+00:00
649,ep_00704_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.812703+00:00
650,ep_00705_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.812842+00:00
651,ep_00706_ERROR_STORM,ERROR_STORM,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.812969+00:00
652,ep_00707_DB_SLOWDOWN,DB_SLOWDOWN,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.813092+00:00
